"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","recordID","confidenceLocality","selectionCategory","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"user",,,,,,,,"ESA","ESA",,,,,,"ESA084768","93","Urbanetz, C.",,,,,,,,,,,,"2003","19","04",,,,,,,,"São Paulo",,"Ribeirão Grande","Parque Estadual Intervales, Trilha saindo 500m antes da sede do Núcleo Barra Grande em direção à E.E.Xituê. Vegetação bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e com exploração de palmito",,"790",,"-24.18","-48.21",,,,,,,,,,,"não","Cavallari Neto, M.",,,,,"Aciotis brachybotrya (DC.) Triana",,,,,,,,,,,,"Melastomataceae",,,,"Aciotis",,,,,,,"species",,,,,,,,,"brachybotrya",,"Aciotis brachybotrya (DC.) Triana",,,,,,,"Brasil",,,,,,,"24º 10' 48"""" S","48º 12' 36"""" W","(DC.) Triana","Reflora",,,,,,,,,,,,,,,,"ESA",,,,"Paula-Souza, J.,Rodrigues, R.R.,Souza, V.C.,Tamashiro, J.Y.,Muniz, M.R.A.,Moreira-Coneglian, I.R.,Harder, I.C.F.,Déstro, G.F.G.","04/19/2003",,"790","METRO",,,,,"ESA",,"Urbanetz, C.","93","2003","Cavallari Neto, M.",,,"Urbanetz",,"brazil","sao paulo","ribeirao grande","parque estadual intervales",,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","brazil_sao paulo_ribeirao grande_parque estadual intervales",-24.272589,-48.377465,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","Brazil","São Paulo","ribeirao grande","parque estadual intervales","splink_jabot",TRUE,-24.18,-48.21,"coord_original","miliseconds",1691779,"Low","coord_original","ok_same_resolution","Aciotis paludosa","(Mart. ex DC.) Triana","name_w_authors","Melastomataceae","Aciotis paludosa","(Mart. ex DC.) Triana","species","replaced synonym","bfo-9392","Aciotis paludosa","(Mart. ex DC.) Triana","Aciotis paludosa (Mart. ex DC.) Triana","Aciotis","Melastomataceae","high","Aciotis paludosa"
"user",,,,,,,,"ESA","ESA",,,,,,"ESA084502","166","Aguiar, A.C.",,,,,,,,,,,,"2003","18","04",,,,,,,,"São Paulo",,"Ribeirão Grande","Parque Estadual Intervales, trilha do Rio do Carmo Acima, com saída no núcleo do Carmo em direção aos três córegos, Vegetação muito degradada com estrativismo seletivo de palmito e madeira, com poucos indivíduos das espécies finais de sucessão, com sensív",,"530",,"-24.18","-48.24",,,,,,,,,,,"não","Souza, V.C.",,,,,"Adenostemma brasilianum (Pers.) Cass.",,,,,,,,,,,,"Asteraceae",,,,"Adenostemma",,,,,,,"species",,,,,,,,,"brasilianum",,"Adenostemma brasilianum (Pers.) Cass.",,,,,,,"Brasil",,,,,,,"24º 10' 48"""" S","48º 14' 24"""" W","(Pers.) Cass.","Reflora",,,,,,,,,,,,,,,,"ESA",,,,"Silva, R.R.,Paula-Souza, J.,Rodrigues, R.R.,Souza, V.C.,Tamashiro, J.Y.,Muniz, M.,Pereira, Z.V.,Cerqueira, R.M.","04/18/2003",,"530","METRO",,,,,"ESA",,"Aguiar, A.C.","166","2003","Souza, V.C.",,,"Aguiar",,"brazil","sao paulo","ribeirao grande","parque estadual intervales",,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","brazil_sao paulo_ribeirao grande_parque estadual intervales",-24.272589,-48.377465,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","Brazil","São Paulo","ribeirao grande","parque estadual intervales","splink_jabot",TRUE,-24.18,-48.24,"coord_original","miliseconds",1691558,"Low","coord_original","ok_same_resolution","Adenostemma brasilianum","(Pers.) Cass.","name_w_authors","Asteraceae","Adenostemma brasilianum","(Pers.) Cass.","species","name accepted","bfo-80592",,,"Adenostemma brasilianum (Pers.) Cass.","Adenostemma","Asteraceae","high","Adenostemma brasilianum"
"speciesLink",,,"2024-08-06T09:17:25",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"10657","863","C.Kozera & A.Vanini & A.H.Hayashi & C.B.K.Lima",,,,,,,,,,,,"1999","01","12",,,,,,,,"SP","Sete Barras","Sete Barras","Fazenda Intervales",,,,"-24.225278","-48.214167",,,,,,,,,,,,"J.Prado",,"2009-08-14",,,"Adiantum pentadactylon",,,,,,,"Plantae","Pteridophyta","Polypodiopsida","Polypodiales",,"Pteridaceae",,,,"Adiantum",,,,"pentadactylon",,,,,,,,,,,,,,"Adiantum pentadactylon",,,,,,,"Brasil",,,,,,,,,"Fisch.","Splink","14",,,"08",,"2009",,,,"SPSF00010657","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Kozera, C.","863","1999","Prado, J.","2009","Vanini, A.; Hayashi, A.H.; Lima, C.B.K.","Kozera",,"brazil","sao paulo","sete barras","fazenda intervales",,"locality","brazil_sao paulo_sete barras_fazenda intervales","brazil_sao paulo_sete barras_pe intervales",-24.232154,-48.082059,"locality","brazil_sao paulo_sete barras","Brazil","São Paulo","Sete Barras",,"ibge",TRUE,-24.225278,-48.214167,"coord_original","seconds",988813,"Low","coord_original","ok_same_resolution","Adiantum pentadactylon","Langsd. & Fisch.","possibly_ok","Pteridaceae","Adiantum pentadactylon","Langsd. & Fisch.","species","author misspelled","bfo-91843",,,"Adiantum pentadactylon Langsd. & Fisch.","Adiantum","Pteridaceae","low","Adiantum pentadactylon"
"gbif","2.23635186715409e-314",,"2021-03-08",,,,,,"Rio de Janeiro Botanical Garden Herbarium",,"PRESERVED_SPECIMEN",,,"urn:catalog:catalogo-ucs-brasil:Parque Estadual Carlos Botelho:RB:RB00141106","RB00141106","15762","G. Martinelli",,,,,"PRESENT",,,,,,"1999-09-30","1999","9","30",,,,"Parque Estadual Carlos Botelho",,,"BR","São Paulo","Parque Estadual Carlos Botelho","São Miguel Arcanjo","Parque Estadual Carlos Botelho, estrada entre Ibatinga e Sete Barras, SP 139.",,,,"-24.198333","-48.100278",,,,,,,,,,,,"R.Romanini",,,,"urn:catalog:catalogo-ucs-brasil:Parque Estadual Carlos Botelho:RB:RB00141106","Aechmea cylindrata Lindm.",,,,,,,"Plantae","Tracheophyta","Liliopsida","Poales",,"Bromeliaceae",,,,"Aechmea","Aechmea",,,"cylindrata",,,"species","Angiospermas","ACCEPTED",,"021cf0d3-aae6-417d-8682-ae535d17de89",,,TRUE,FALSE,"Aechmea cylindrata","Aechmea cylindrata Lindm.","Aechmea cylindrata Lindm.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil",,,,,,,,,"Angiospermas","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio de Janeiro Botanical Garden Herbarium","code not found","Martinelli, G.","15762","1999","Romanini, R.",,,"Martinelli",,"brazil","sao paulo","sao miguel arcanjo","parque estadual carlos botelho, estrada entre ibatinga e sete barras",,"locality","brazil_sao paulo_sao miguel arcanjo","brazil_sao paulo_sao miguel arcanjo",-23.91400186,-47.99357506,"county","brazil_sao paulo_sao miguel arcanjo","Brazil","São Paulo","São Miguel Arcanjo",,"ibge",TRUE,-24.198333,-48.100278,"coord_original","seconds",785451,"Low","coord_original","check_local.2municip.","Aechmea cylindrata","Lindm.","name_w_authors","Bromeliaceae","Aechmea cylindrata","Lindm.","species","name accepted","bfo-5793",,,"Aechmea cylindrata Lindm.","Aechmea","Bromeliaceae","low","Aechmea cylindrata"
"gbif","1.48111045950086e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4678083",,,,,,"SPF","SPF",,"PRESERVED_SPECIMEN",,,"4678083","SPF00143609","468","Fiaschi, P",,,,,"PRESENT",,,,,,"2000-11-04","2000","11","4","04/11/00",,,,,,"BR","São Paulo",,"Ribeirão Grande","Parque Estadual Intervales",,,,"-24.17","-48.22",,,,,,,,,,,,"Romão, GO",,,,,"Agarista oleifolia var. oleifolia",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Ericales",,"Ericaceae",,,,"Agarista","Agarista",,,"oleifolia","oleifolia",,"variety",,"ACCEPTED",,"f5d836d5-cb15-4178-8f57-68ef1d6551e9",,,TRUE,FALSE,"Agarista oleifolia","Agarista oleifolia var. oleifolia","Agarista oleifolia var. oleifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,"jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/spf/spf/0/14/36/9/spf00143609.dzi","Brasil","-9999","0",,,,,,,"(Cham.) G.Don","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SPF",,"Fiaschi, P.","468","2000","Romao, G.O.",,,"Fiaschi",,"brazil","sao paulo","ribeirao grande","parque estadual intervales",,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","brazil_sao paulo_ribeirao grande_parque estadual intervales",-24.272589,-48.377465,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","Brazil","São Paulo","ribeirao grande","parque estadual intervales","splink_jabot",TRUE,-24.17,-48.22,"coord_original","miliseconds",615890,"Low","coord_original","ok_same_resolution","Agarista oleifolia var. oleifolia","(Cham.) G.Don","variety","Ericaceae","Agarista oleifolia var. oleifolia","(Cham.) G.Don","variety","name accepted","bfo-28640",,,"Agarista oleifolia var. oleifolia (Cham.) G.Don","Agarista","Ericaceae","high","Agarista oleifolia"
"user",,,,,,,,"ESA","ESA",,,,,,"ESA084519","163","Viani, R.A.G.",,,,,,,,,,,,"2003","19","04",,,,,,,,"São Paulo",,"Eldorado","Parque Estadual Intervales, trilha saindo 500m antes da sede do núcleo Barra Grande, em direção à E. E. Xituê, vegetação bem conservada, com escorregamentos naturais e com exploração de palmito.",,"788",,"-24.18","-48.21",,,,,,,,,,,"não","Sem determinador",,,,,"Eupatorium",,,,,,,,,,,,"Asteraceae",,,,"Eupatorium",,,,,,,"genus",,,,,,,,,,,"Eupatorium",,,,,,,"Brasil",,,,,,,"24º 10' 48"""" S","48º 12' 36"""" W",,"Reflora",,,,,,,,,,,,,,,,"ESA",,,,"Paula-Souza, J.,Rodrigues, R.R.,Souza, V.C.,Tamashiro, J.Y.,Souza, S.C.P.M.,Melo, A.C.G.,Gusson, E.,Cavallari Neto, M.","04/19/2003",,"788","METRO",,,,,"ESA",,"Viani, R.A.G.","163","2003","Determinador, S.",,,"Viani",,"brazil","sao paulo","eldorado","parque estadual intervales",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge",TRUE,-24.18,-48.21,"coord_original","miliseconds",1691575,"Low","coord_original","check_local.2municip.","Agrimonia","L.","indet","Asteraceae|Rosaceae","Agrimonia","L.","genus","+1 name, but 1 accepted","bfo-116397","Agrimonia","L.","Agrimonia L.","Agrimonia","Asteraceae|Rosaceae","high",
"gbif","1.48096786968514e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4282748",,,,,,"SPF","SPF",,"PRESERVED_SPECIMEN",,,"4282748","SPF00143907","452","Fiaschi, P",,,,,"PRESENT",,,,,,"2000-11-03","2000","11","3","03/11/00",,,,,,"BR","São Paulo",,"Ribeirão Grande","Parque Estadual Intervales.",,,,"-24.16","-48.25",,,,,,,,,,,,"Ferrucci, MS",,"2002-01-01",,,"Allophylus puberulus (Cambess.) Radlk.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Sapindales",,"Sapindaceae",,,,"Allophylus","Allophylus",,,"puberulus",,,"species",,"ACCEPTED",,"f5d836d5-cb15-4178-8f57-68ef1d6551e9",,,TRUE,FALSE,"Allophylus puberulus","Allophylus puberulus (Cambess.) Radlk.","Allophylus puberulus (Cambess.) Radlk.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/spf/spf/0/14/39/7/spf00143907.dzi","Brasil","-9999","0",,,,,,,"(Cambess.) Radlk.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SPF",,"Fiaschi, P.","452","2000","Ferrucci, M.S.","2002",,"Fiaschi",,"brazil","sao paulo","ribeirao grande","parque estadual intervales",,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","brazil_sao paulo_ribeirao grande_parque estadual intervales",-24.272589,-48.377465,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","Brazil","São Paulo","ribeirao grande","parque estadual intervales","splink_jabot",TRUE,-24.16,-48.25,"coord_original","miliseconds",604039,"Low","coord_original","ok_same_resolution","Allophylus puberulus","(Cambess.) Radlk.","name_w_authors","Sapindaceae","Allophylus puberulus","(Cambess.) Radlk.","species","name accepted","bfo-32703",,,"Allophylus puberulus (Cambess.) Radlk.","Allophylus","Sapindaceae","high","Allophylus puberulus"
"speciesLink",,,"2022-12-26T10:30:03",,,"453",,"UFMG","BHCB-SL",,"PreservedSpecimen",,,,"47896","866","Kozera, C; Vanini, A; Hayashi, AH; Lima, CBK",,,,,,,,,,,,"1999","01","12",,,,,,,,"São Paulo","Sete Barras","Sete Barras","Núcleo Saibadela; Fazenda Intervales, Floresta Ombrófila Densa, trilha da encosta, atrás da casa de pesquisa no trecho de floresta ombrófila densa, baixo montana (sobre relevo declivoso)",,,,"-24.225278","-48.214167",,,,,,,,,,,,"Kozera, C",,"1999-02-NA",,,"Anemia phyllitidis",,,,,,,"Plantae",,,,,"Anemiaceae",,,,"Anemia",,,,"phyllitidis",,,,,,,,,,,,,,"Anemia phyllitidis",,,,,,,"Brasil",,,,,,,"-24.225278","-48.214167","(L.) Sw.","Splink",,,,"02",,"1999",,,,,"América",,,,,,,,,,,,,,,,,,"BHCB",,"Kozera, C.","866","1999","Kozera, C.","1999","Vanini, A.; Hayashi, A.H.; Lima, C.B.K.","Kozera",,"brazil","sao paulo","sete barras","fazenda intervales",,"locality","brazil_sao paulo_sete barras_fazenda intervales","brazil_sao paulo_sete barras_pe intervales",-24.232154,-48.082059,"locality","brazil_sao paulo_sete barras","Brazil","São Paulo","Sete Barras",,"ibge",TRUE,-24.225278,-48.214167,"coord_original","seconds",1624789,"Low","coord_original","ok_same_resolution","Anemia phyllitidis","(L.) Sw.","possibly_ok","Anemiaceae","Anemia phyllitidis","(L.) Sw.","species","name accepted","bfo-90641",,,"Anemia phyllitidis (L.) Sw.","Anemia","Anemiaceae","low","Anemia phyllitidis"
"speciesLink",,,"2024-03-22T09:41:16",,,"8",,"ESALQ","ESA",,"PreservedSpecimen",,,,"084462","67","Araki, D.F.; Rother, D.C.; Oliveira S.H.; Toledo, R.M.; Tamashiro J.Y.; Rodrigues, R.R.; Souza, V.C.; Paula-Souza, J.; Muniz, M.R.A.; Ivanauskas, N.M.",,,,,,,,,,,,"2003","04","19",,,,,,,,"São Paulo","Ribeirão Grande","Ribeirão Grande","Parque Estadual Intervales - trilha saindo 500, antes da sede do núcleo Barra Grande em direcão a E.E Xitue.Floresta Ombrófila Densa Montana vegetação conservada com escorregamentos naturais e cin",,,,"-24.18","-48.21",,,,,,,,,,,,"Lopes, J.C.",,"2009-01-11",,,"Annona dolabripetala",,,,,,,"Plantae","Magnoliophyta",,,,"Annonaceae",,,,"Annona",,,,"dolabripetala",,,,,,,,,,,,,,"Annona dolabripetala",,,,,,,"Brasil","788","788",,,,,"-24.18","-48.21","Raddi","Splink","11",,,"01",,"2009",,,,"ESA084462",,,,,,,,,,,,,,,,,,,"ESA",,"Araki, D.F.","67","2003","Lopes, J.C.","2009","Rother, D.C.; Oliveira, S.H.; Toledo, R.M.; Tamashiro, J.Y.; Rodrigues, R.R.; Souza, V.C.; Paula-Souza, J.; Muniz, M.R.A.; Ivanauskas, N.M.","Araki",,"brazil","sao paulo","ribeirao grande","parque estadual intervales - trilha saindo 500",,"locality","brazil_sao paulo_ribeirao grande","brazil_sao paulo_ribeirao grande",-24.18888629,-48.35862193,"county","brazil_sao paulo_ribeirao grande","Brazil","São Paulo","Ribeirão Grande",,"ibge",TRUE,-24.18,-48.21,"coord_original","miliseconds",1380679,"Low","coord_original","check_local.2municip.","Annona dolabripetala","Raddi","possibly_ok","Annonaceae","Annona dolabripetala","Raddi","species","name accepted","bfo-110241",,,"Annona dolabripetala Raddi","Annona","Annonaceae","high","Annona dolabripetala"
"speciesLink",,,"2025-01-15T09:32:24",,,"8",,"ESALQ","ESA",,"PreservedSpecimen",,,,"084481","212","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.",,,,,,,,,,,,"2003","04","22",,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Intervales, trilha de acesso a Estação Ecológica Xituêvegetação secundária de Floresta Ombrófila Densa Montana, com intenso histórico de degradação, a partir do extrativismo seletivo de palmito e madeira, com vários trechos dominados por b",,,,"-24.17","-48.21",,,,,,,,,,,,"Nadruz, M.",,"2006-NA-NA",,,"Anthurium gaudichaudianum",,,,,,,"Plantae","Magnoliophyta",,,,"Araceae",,,,"Anthurium",,,,"gaudichaudianum",,,,,,,,,,,,,,"Anthurium gaudichaudianum",,,,,,,"Brasil","790","790",,,,,"-24.17","-48.21","Kunth","Splink",,,,,,"2006",,,,"ESA084481",,,,,,,,,,,,,,,,,,,"ESA",,"Viani, R.A.G.","212","2003","Nadruz, M.","2006","Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","Viani",,"brazil","sao paulo","eldorado","parque estadual intervales, trilha de acesso a estacao ecologica xituevegetacao secundaria de floresta ombrofila densa montana",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge",TRUE,-24.17,-48.21,"coord_original","miliseconds",1375255,"Low","coord_original","check_local.2municip.","Anthurium gaudichaudianum","Kunth","possibly_ok","Araceae","Anthurium gaudichaudianum","Kunth","species","name accepted","bfo-4930",,,"Anthurium gaudichaudianum Kunth","Anthurium","Araceae","high","Anthurium gaudichaudianum"
