"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Aphelandra","ornata","(Nees) T.Anderson","ACANTHACEAE Aphelandra ornata (Nees) T.Anderson","340598","Splink","SP","Garcia, R.J.F.","1814","Native","Ouro","High","Estação Ecológica Juréia-Itatins, Trilha do Imperador, mata de encosta, clareira","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Aphelandra","prismatica","(Vell.) Hiern","ACANTHACEAE Aphelandra prismatica (Vell.) Hiern","340602","Splink","SP","Garcia, R.J.F.","1896","Native","Ouro","High","Estação Ecológica Juréia-Itatins, Trilha para Cachoeira do Salto","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Herpetacanthus",,"Nees","ACANTHACEAE Herpetacanthus Nees","345410","Splink","SP","Cordeiro, I.","1985",,"Ouro","High","Estação Ecológica Juréia-Itatins, Núcleo Guaraú, Mata Ombrófila densa de encosta, Base do Morro do Fernando","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","340617","Splink","SP","Garcia, R.J.F.","1881","Native","Ouro","High","Estação Ecológica Juréia-Itatins, Trilha do Morrinho, mata de encosta","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","comata","(L.) Lam.","ACANTHACEAE Justicia comata (L.) Lam.","ICN00028219","Reflora","ICN","Sobral, M.","7068","Native","Ouro","Low","Estação Ecológica da Juréia","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","dasyclados","(Mart. ex Nees) Lindau","ACANTHACEAE Justicia dasyclados (Mart. ex Nees) Lindau","311216","GBIF","SP","Rapini, A.","62","Native","Ouro","High","Estação Ecológica Juréia-Itatins, Trilha do Imperador","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","kleinii","Wassh. & L.B.Sm.","ACANTHACEAE Justicia kleinii Wassh. & L.B.Sm.","345744","Splink","SP","Oliveira, V.S.","3","Native","Ouro","High","Estação Ecológica Juréia-Itatins, Núcleo Arpoador, Trilha do Arpoador","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","plumbaginifolia","Jacq.","ACANTHACEAE Justicia plumbaginifolia Jacq.","247686","Splink","SP","Cordeiro, I.","804","Native","Ouro","High","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha parao campo próximo ao alojamento do IBAMA, mata de encosta","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","pygmaea","Lindau","ACANTHACEAE Justicia pygmaea Lindau","268684","Splink","SP","Anunciacao, E.A.","369","Native","Ouro","High","Estação Ecológica Juréia-Itatins, Trilha para a Figueira Grande","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","scheidweileri","V.A.W.Graham","ACANTHACEAE Justicia scheidweileri V.A.W.Graham","347714","Splink","SP","Anunciacao, E.A.","755","Native","Bronze","High","Estação Ecológica Juréia-Itatins, Serra da Juréia, Caminho do Imperador","Não"
