"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE ESTADUAL INTERVALES","Angiosperms","Euphorbiaceae","Acalypha","digynostachya","Baill.","EUPHORBIACEAE Acalypha digynostachya Baill.","SPF00202679","Splink","SPF","Assis, L.C.S.","1226b","Native","Ouro","Parque Estadual Intervales, Interior da floresta, na trilha para a caverna Fendão.","Não"
"PARQUE ESTADUAL INTERVALES","Angiosperms","Asteraceae","Achyrocline","alata","(Kunth) DC.","ASTERACEAE Achyrocline alata (Kunth) DC.","ESA084498","REFLORA","ESA","Viani, R.A.G.","59","Native","Ouro","Parque Estadual Intervales, Estrada do Carmo-Trilha da Caçadinha.vegetação secundária de Floresta Ombrófila Densa Montana, geomorfologia morros e morrotes cársticos do planalto de Guapiara.","Não"
"PARQUE ESTADUAL INTERVALES","Angiosperms","Melastomataceae","Aciotis","paludosa","(Mart. ex DC.) Triana","MELASTOMATACEAE Aciotis paludosa (Mart. ex DC.) Triana","ESA084767","REFLORA","ESA","Viani, R.A.G.","66","Native","Ouro","Parque Estadual Intervales, Estrada do Carmo-Trilha da Caçadinha.vegetação secundária de Floresta Ombrófila Densa Montana, geomorfologia morros e morrotes cársticos do planalto de Guapiara.","Não"
"PARQUE ESTADUAL INTERVALES","Angiosperms","Bignoniaceae","Adenocalymma","hatschbachii","A.H.Gentry","BIGNONIACEAE Adenocalymma hatschbachii A.H.Gentry","SP057949","Splink","SP","Wanderley, M.G.L.","2217","Native","Ouro","Parque Estadual Intervales, Trilha do Carmo. Mata primária e secundária","Não"
"PARQUE ESTADUAL INTERVALES","Angiosperms","Asteraceae","Adenostemma","brasilianum","(Pers.) Cass.","ASTERACEAE Adenostemma brasilianum (Pers.) Cass.","ESA084501","REFLORA","ESA","Viani, R.A.G.","90","Native","Ouro","Parque Estadual Intervales, Estrada do Carmo-Trilha da Caçadinha.vegetação secundária de Floresta Ombrófila Densa Montana, geomorfologia morros e morrotes cársticos do planalto de Guapiara.","Não"
"PARQUE ESTADUAL INTERVALES","Angiosperms","Bromeliaceae","Aechmea","gracilis","Lindm.","BROMELIACEAE Aechmea gracilis Lindm.","374429","Splink","SP","Wanderley, M.G.L.","2453","Native","Ouro","Parque Estadual Intervales","Não"
"PARQUE ESTADUAL INTERVALES","Angiosperms","Fabaceae",,,,"FABACEAE Affine","ESA084693","REFLORA","ESA","Viani, R.A.G.","87",,"Ouro","Parque Estadual Intervales, Estrada do Carmo-Trilha da Caçadinha.vegetação secundária de Floresta Ombrófila Densa Montana, geomorfologia morros e morrotes cársticos do planalto de Guapiara.","Não"
"PARQUE ESTADUAL INTERVALES","Angiosperms","Ericaceae","Agarista","oleifolia","(Cham.) G.Don","ERICACEAE Agarista oleifolia var. oleifolia (Cham.) G.Don","UEC053705","Splink","UEC","Fiaschi, P.","468","Native","Ouro","Parque Estadual Intervales. Mirante da Anta. Vegetação rica em arvoretas como Clusia sp.; Myrsine sp. e Agarista sp.","Não"
"PARQUE ESTADUAL INTERVALES","Angiosperms","Asteraceae|Rosaceae","Agrimonia",,"L.","ASTERACEAE|ROSACEAE Agrimonia L.","ESA084519","REFLORA","ESA","Viani, R.A.G.","163",,"Ouro","Parque Estadual Intervales, trilha saindo 500m antes da sede do núcleo Barra Grande, em direção à E. E. Xituê, vegetação bem conservada, com escorregamentos naturais e com exploração de palmito.","Não"
"PARQUE ESTADUAL INTERVALES","Angiosperms","Rubiaceae","Alibertia","curviflora","K.Schum.","RUBIACEAE Alibertia curviflora K.Schum.","40628","GBIF","IAC","Hasui, E.","s/nº","Native","Ouro","Parque Estadual Intervales","Não"
