"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO","Angiosperms","Asteraceae","Acanthospermum","australe","(Loefl.) Kuntze","ASTERACEAE Acanthospermum australe (Loefl.) Kuntze","SPFR017543","SPLINK","SPFR","Ferreira, M.H.","133","Native","Ouro","Estação Ecológica de Ribeirão Preto. Próximo à rodovia","Não"
"ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO","Angiosperms","Bignoniaceae","Adenocalymma","bracteatum","(Cham.) DC.","BIGNONIACEAE Adenocalymma bracteatum (Cham.) DC.","SPFR019083","SPLINK","SPFR","Ferreira, M.H.","199","Native","Ouro","Estação Ecológica de Ribeirão Preto. Estrada que separa a estação ecológica da APP","Não"
"ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO","Angiosperms","Fabaceae","Albizia","adianthifolia","(Schumach.) W.Wight","FABACEAE Albizia adianthifolia (Schumach.) W.Wight","SPF00221524","SPLINK","SPF","Tanaka, G.K.","60","Cultivated","Ouro","Estação Ecológica de Ribeirão Preto","Não"
"ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO","Angiosperms","Bignoniaceae","Anemopaegma","chamberlaynii","(Sims) Bureau & K.Schum.","BIGNONIACEAE Anemopaegma chamberlaynii (Sims) Bureau & K.Schum.","SPFR019082","SPLINK","SPFR","Ferreira, M.H.","57","Native","Ouro","Estação Ecológica de Ribeirão Preto. Próximo à rodovia","Não"
"ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO","Angiosperms","Acanthaceae","Aphelandra","longiflora","(Lindl.) Profice","ACANTHACEAE Aphelandra longiflora (Lindl.) Profice","468407","SPLINK","SP","Jr, M.G.","2064","Native","Ouro","Estação Ecológica de Ribeirão Preto, (Mata de Santa Tereza), ao lado do anel viário de Ribeirão Preto","Não"
"ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO","Angiosperms","Asteraceae","Baccharis","trinervis","Pers.","ASTERACEAE Baccharis trinervis Pers.","SPFR019063","SPLINK","SPFR","Ferreira, M.H.","28","Native","Ouro","Estação Ecológica de Ribeirão Preto. Próximo à rodovia","Não"
"ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO","Angiosperms","Malpighiaceae","Banisteriopsis","anisandra","(A.Juss.) B.Gates","MALPIGHIACEAE Banisteriopsis anisandra (A.Juss.) B.Gates","HUEFS230803","REFLORA",,,"80","Native","Ouro","Estação Ecológica de Ribeirão Preto. Estrada que divide a EERP e a APP.","Não"
"ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO","Angiosperms","Asteraceae","Bidens","brasiliensis","Sherff","ASTERACEAE Bidens brasiliensis Sherff","HUFU00086379","SPLINK","HUFU","Groppo, M.","1648","Native","Ouro","Estação Ecológica de Ribeirão Preto, Mata de Santa Tereza. Em área de mata degradada atrás da sede.","Não"
"ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO","Angiosperms","Bignoniaceae","Bignonia","campanulata","Cham.","BIGNONIACEAE Bignonia campanulata Cham.","SPFR019080","SPLINK","SPFR","Ferreira, M.H.","78","Native","Ouro","Estação Ecológica de Ribeirão Preto. Estrada que separa EERP da APP","Não"
"ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO","Ferns and Lycophytes","Polypodiaceae","Campyloneurum","crispum","Fée","POLYPODIACEAE Campyloneurum crispum Fée","UPCB00033759","REFLORA",,,"2065","Native","Ouro","Estação Ecológica de Ribeirão Preto (Mata de Santa Teresa) ao lado do anel viário de Ribeirão Preto (Rodovia Pref. Antonio Duarte Nogueira).","Não"
