"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,,"2022-12-26T10:31:37",,,"453",,"UFMG","BHCB-SL",,"PreservedSpecimen",,,,"81131","8605","Salino, A; Carvalho, FA; Rodrigues, RR; Souza, VC; Tamashiro, JY; Paula-Souza, J; Muniz, M",,,,,,,,,,,,"2003","04","19",,,,,,,,"São Paulo","Iporanga","Iporanga","Parque Estadual Intervales, Trilha saindo 500m antes da sede da Base de Barra Grande em direção à Estação Ecológica de Xituê. Vegetação bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e exploração de palmito.",,,,"-24.3075","-48.363333",,,,,,,,,,,,"Salino, A",,"2010-09-NA",,,"Abrodictyum rigidum",,,,,,,"Plantae",,,,,"Hymenophyllaceae",,,,"Abrodictyum",,,,"rigidum",,,,,,,,,,,,,,"Abrodictyum rigidum",,,,,,,"Brasil","790","790",,,,,"-24.3075","-48.363333","(Sw.) Ebihara & Dubuisson","Splink",,,,"09",,"2010",,,,,"América",,,,,,,,,,,,,,,,,,"BHCB",,"Salino, A.","8605","2003","Salino, A.","2010","Carvalho, F.A.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","Salino",,"brazil","sao paulo","iporanga","parque estadual intervales, trilha saindo 500m antes da sede da base de barra grande em direcao a estacao ecologica de xitue",,"locality","brazil_sao paulo_iporanga","brazil_sao paulo_iporanga",-24.51231726,-48.54624865,"county","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge","check_local.2municip.","Abrodictyum rigidum","(Sw.) Ebihara & Dubuisson","possibly_ok","Hymenophyllaceae","Abrodictyum rigidum","(Sw.) Ebihara & Dubuisson","species","name accepted","bfo-91177",,,"Abrodictyum rigidum (Sw.) Ebihara & Dubuisson","Abrodictyum","Hymenophyllaceae","low","Abrodictyum rigidum"
"speciesLink",,,"2023-12-20T15:59:14",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"202679","1226b","Assis, LCS",,,,,,,,,,,,"2009","11","07",,,,,,,,"São Paulo","Ribeirão Grande","Ribeirão Grande","Parque Estadual Intervales, Interior da floresta, na trilha para a caverna Fendão.",,,,"-24.09","-48.360001",,"25028",,,,,,,,,,"Sousa, AAC",,"2017-05-NA",,,"Acalypha digynostachya",,,,,,,"Plantae",,,,,"Euphorbiaceae",,,,"Acalypha",,,,"digynostachya",,,,,,,,,,,,,,"Acalypha digynostachya",,,,,,,"Brasil",,,,,,,"0","0","Baill.","Splink",,,,"05",,"2017",,,,"SPF00202679",,,,,,,,,,,,,,,,,,,"SPF",,"Assis, L.C.S.","1226-B","2009","Sousa, A.A.C.","2017",,"Assis",,"brazil","sao paulo","ribeirao grande","parque estadual intervales",,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","brazil_sao paulo_ribeirao grande_parque estadual intervales",-24.272589,-48.377465,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","Brazil","São Paulo","ribeirao grande","parque estadual intervales","splink_jabot","ok_same_resolution","Acalypha digynostachya","Baill.","possibly_ok","Euphorbiaceae","Acalypha digynostachya","Baill.","species","name accepted","bfo-35612",,,"Acalypha digynostachya Baill.","Acalypha","Euphorbiaceae","high","Acalypha digynostachya"
"speciesLink",,,"2025-01-15T09:35:46",,,"8",,"ESALQ","ESA",,"PreservedSpecimen",,,,"084684","156","Medeiros, D.A.; Silva, D.G.R.; Damasceno, A.C.F; França, E.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.R.A.",,,,,,,,,,,,"2003","04","21",,,,,,,,"São Paulo","Iporanga","Iporanga","Parque Estadual Intervales. Núcleo Bulhas D'água, trilha da caverna de São Pedro. Vegetação secundária de Floresta Ombrófila Densa Montana/Submontana, com trechos remanescentes de floresta com extrativismo seletivo (madeira e palmito), e trechos regenerad",,,,"-24.2","-48.29",,,,,,,,,,,,"Toledo, R.M.",,,,,"Acalypha gracilis",,,,,,,"Plantae","Magnoliophyta",,,,"Euphorbiaceae",,,,"Acalypha",,,,"gracilis",,,,,,,,,,,,,,"Acalypha gracilis",,,,,,,"Brasil",,,,,,,"-24.2","-48.29","Spreng.","Splink",,,,,,,,,,"ESA084684",,,,,,,,,,,,,,,,,,,"ESA",,"Medeiros, D.A.","156","2003","Toledo, R.M.",,"Silva, D.G.R.; Damasceno, A.C.F.; Franca, E.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.R.A.","Medeiros",,"brazil","sao paulo","iporanga","parque estadual intervales",,"locality","brazil_sao paulo_iporanga","brazil_sao paulo_iporanga",-24.51231726,-48.54624865,"county","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge","check_local.2municip.","Acalypha gracilis","Spreng.","possibly_ok","Euphorbiaceae","Acalypha gracilis","Spreng.","species","name accepted","bfo-29142",,,"Acalypha gracilis Spreng.","Acalypha","Euphorbiaceae","low","Acalypha gracilis"
"gbif","1.41320085881509e-314",,"2021-12-09 10:58:13",,,"https://specieslink.net/col/1",,"IPA/SP","SP",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/1/309262","309262","2218","Wanderley, MGL",,,,,"PRESENT",,,,,,"1997-05-08","1997","5","8",,,,,,,"BR","São Paulo",,"Ribeirão Grande","Parque Estadual Intervales",,,,,,,,,,,,,,,,,,,,,,"Acanthaceae",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",,"Acanthaceae",,,,,,,,,,,"family",,"ACCEPTED",,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,,"Acanthaceae","Acanthaceae","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil",,,,,"WGS84",,,,,"GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SP","code not found","Wanderley, M.G.L.","2218","1997",,,,"Wanderley",,"brazil","sao paulo","ribeirao grande","parque estadual intervales",,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","brazil_sao paulo_ribeirao grande_parque estadual intervales",-24.272589,-48.377465,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","Brazil","São Paulo","ribeirao grande","parque estadual intervales","splink_jabot","ok_same_resolution","Acanthaceae","Juss.","family_as_genus","Acanthaceae","Acanthaceae","Juss.","family","name accepted","bfo-33",,,"Acanthaceae Juss.",,"Acanthaceae","unknown",
"user",,,,,,,,"ESA","ESA",,,,,,"ESA084498","59","Viani, R.A.G.",,,,,,,,,,,,"2003","15","04",,,,,,,,"São Paulo",,"Ribeirão Grande","Parque Estadual Intervales, Estrada do Carmo-Trilha da Caçadinha.vegetação secundária de Floresta Ombrófila Densa Montana, geomorfologia morros e morrotes cársticos do planalto de Guapiara.",,"780",,"-241639","-482509",,,,,,,,,,,"não","Souza, V.C.",,,,,"Achyrocline alata",,,,,,,,,,,,"Asteraceae",,,,"Achyrocline",,,,,,,"species",,,,,,,,,"alata",,"Achyrocline alata (Kunth) DC.",,,,,,,"Brasil",,,,,,,"241639º 0' 0"""" S","482509º 0' 0"""" W","(Kunth) DC.","Reflora",,,,,,,,,,,,,,,,"ESA",,,,"Paula-Souza, J.,Rodrigues, R.R.,Souza, V.C.,Tamashiro, J.Y.,Souza, S.C.P.M.,Melo, A.C.G.,Gusson, E.,Cavallari Neto, M.","04/15/2003",,"780","METRO",,,,,"ESA",,"Viani, R.A.G.","59","2003","Souza, V.C.",,,"Viani",,"brazil","sao paulo","ribeirao grande","parque estadual intervales, estrada do carmo-trilha da cacadinha",,"locality","brazil_sao paulo_ribeirao grande","brazil_sao paulo_ribeirao grande",-24.18888629,-48.35862193,"county","brazil_sao paulo_ribeirao grande","Brazil","São Paulo","Ribeirão Grande",,"ibge","check_local.2municip.","Achyrocline alata","(Kunth) DC.","name_w_authors","Asteraceae","Achyrocline alata","(Kunth) DC.","species","name accepted","bfo-102955",,,"Achyrocline alata (Kunth) DC.","Achyrocline","Asteraceae","high","Achyrocline alata"
"user",,,,,,,,"ESA","ESA",,,,,,"ESA084767","66","Viani, R.A.G.",,,,,,,,,,,,"2003","15","04",,,,,,,,"São Paulo",,"Ribeirão Grande","Parque Estadual Intervales, Estrada do Carmo-Trilha da Caçadinha.vegetação secundária de Floresta Ombrófila Densa Montana, geomorfologia morros e morrotes cársticos do planalto de Guapiara.",,"780",,"-241639","-482509",,,,,,,,,,,"não","Cavallari Neto, M.",,,,,"Aciotis brachybotrya (DC.) Triana",,,,,,,,,,,,"Melastomataceae",,,,"Aciotis",,,,,,,"species",,,,,,,,,"brachybotrya",,"Aciotis brachybotrya (DC.) Triana",,,,,,,"Brasil",,,,,,,"241639º 0' 0"""" S","482509º 0' 0"""" W","(DC.) Triana","Reflora",,,,,,,,,,,,,,,,"ESA",,,,"Paula-Souza, J.,Rodrigues, R.R.,Souza, V.C.,Tamashiro, J.Y.,Souza, S.C.P.M.,Melo, A.C.G.,Gusson, E.,Cavallari Neto, M.","04/15/2003",,"780","METRO",,,,,"ESA",,"Viani, R.A.G.","66","2003","Cavallari Neto, M.",,,"Viani",,"brazil","sao paulo","ribeirao grande","parque estadual intervales, estrada do carmo-trilha da cacadinha",,"locality","brazil_sao paulo_ribeirao grande","brazil_sao paulo_ribeirao grande",-24.18888629,-48.35862193,"county","brazil_sao paulo_ribeirao grande","Brazil","São Paulo","Ribeirão Grande",,"ibge","check_local.2municip.","Aciotis paludosa","(Mart. ex DC.) Triana","name_w_authors","Melastomataceae","Aciotis paludosa","(Mart. ex DC.) Triana","species","replaced synonym","bfo-9392","Aciotis paludosa","(Mart. ex DC.) Triana","Aciotis paludosa (Mart. ex DC.) Triana","Aciotis","Melastomataceae","high","Aciotis paludosa"
"speciesLink",,,"2021-12-09T11:02:03",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"309256","2217","Wanderley, MGL; Moreira, BA; Proença, SL; Forzza, RC; Nascimento, F",,,,,,,,,,,,"1997","05","08",,,,,,,,"São Paulo","Ribeirão Grande","Ribeirão Grande","Parque Estadual Intervales, Trilha do Carmo. Mata primária e secundária",,,,"-24.09","-48.360001",,"25028",,,,,,,,,,"Udulutsch, RG",,"2007-03-13",,,"Adenocalymma hatschbachii",,,,,,,"Plantae",,,,,"Bignoniaceae",,,,"Adenocalymma",,,,"hatschbachii",,,,,,,,,,,,,,"Adenocalymma hatschbachii",,,,,,,"Brasil",,,,,,,"0","0","A.H.Gentry","Splink","13",,,"03",,"2007",,,,"SP057949",,,,,,,,,,,,,,,,,,,"SP",,"Wanderley, M.G.L.","2217","1997","Udulutsch, R.G.","2007","Moreira, B.A.; Proenca, S.L.; Forzza, R.C.; Nascimento, F.","Wanderley",,"brazil","sao paulo","ribeirao grande","parque estadual intervales, mata primaria e secundaria",,"locality","brazil_sao paulo_ribeirao grande","brazil_sao paulo_ribeirao grande",-24.18888629,-48.35862193,"county","brazil_sao paulo_ribeirao grande","Brazil","São Paulo","Ribeirão Grande",,"ibge","check_local.2municip.","Adenocalymma hatschbachii","A.H.Gentry","possibly_ok","Bignoniaceae","Adenocalymma hatschbachii","A.H.Gentry","species","name accepted","bfo-112364",,,"Adenocalymma hatschbachii A.H.Gentry","Adenocalymma","Bignoniaceae","high","Adenocalymma hatschbachii"
"user",,,,,,,,"ESA","ESA",,,,,,"ESA084501","90","Viani, R.A.G.",,,,,,,,,,,,"2003","15","04",,,,,,,,"São Paulo",,"Ribeirão Grande","Parque Estadual Intervales, Estrada do Carmo-Trilha da Caçadinha.vegetação secundária de Floresta Ombrófila Densa Montana, geomorfologia morros e morrotes cársticos do planalto de Guapiara.",,"780",,"-241639","-482509",,,,,,,,,,,"não","Souza, V.C.",,,,,"Adenostemma brasilianum (Pers.) Cass.",,,,,,,,,,,,"Asteraceae",,,,"Adenostemma",,,,,,,"species",,,,,,,,,"brasilianum",,"Adenostemma brasilianum (Pers.) Cass.",,,,,,,"Brasil",,,,,,,"241639º 0' 0"""" S","482509º 0' 0"""" W","(Pers.) Cass.","Reflora",,,,,,,,,,,,,,,,"ESA",,,,"Paula-Souza, J.,Rodrigues, R.R.,Souza, V.C.,Tamashiro, J.Y.,Souza, S.C.P.M.,Melo, A.C.G.,Gusson, E.,Cavallari Neto, M.","04/15/2003",,"780","METRO",,,,,"ESA",,"Viani, R.A.G.","90","2003","Souza, V.C.",,,"Viani",,"brazil","sao paulo","ribeirao grande","parque estadual intervales, estrada do carmo-trilha da cacadinha",,"locality","brazil_sao paulo_ribeirao grande","brazil_sao paulo_ribeirao grande",-24.18888629,-48.35862193,"county","brazil_sao paulo_ribeirao grande","Brazil","São Paulo","Ribeirão Grande",,"ibge","check_local.2municip.","Adenostemma brasilianum","(Pers.) Cass.","name_w_authors","Asteraceae","Adenostemma brasilianum","(Pers.) Cass.","species","name accepted","bfo-80592",,,"Adenostemma brasilianum (Pers.) Cass.","Adenostemma","Asteraceae","high","Adenostemma brasilianum"
"speciesLink",,,"2022-12-26T10:33:03",,,"453",,"UFMG","BHCB-SL",,"PreservedSpecimen",,,,"89536","8449","Salino, A; Carvalho, FA; Urbanetz, C; Almeida, KYM; Déstro, GFG; Harden, ICF; Moreira, IR",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Ribeirão Grande","Ribeirão Grande","Parque Estadual Intervales",,,,"-24.2775","-48.419167",,,,,,,,,,,,"Salino, A",,"2003-04-NA",,,"Adiantopsis",,,,,,,"Plantae",,,,,"Pteridaceae",,,,"Adiantopsis",,,,,,,,,,,,,,,,,,"Adiantopsis",,,,,,,"Brasil",,,,,,,"-24.2775","-48.419167",,"Splink",,,,"04",,"2003",,,,,"América",,,,,,,,,,,,,,,,,,"BHCB",,"Salino, A.","8449",,"Salino, A.","2003","Carvalho, F.A.; Urbanetz, C.; Almeida, K.Y.M.; Destro, G.F.G.; Harden, I.C.F.; Moreira, I.R.","Salino",,"brazil","sao paulo","ribeirao grande","parque estadual intervales",,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","brazil_sao paulo_ribeirao grande_parque estadual intervales",-24.272589,-48.377465,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","Brazil","São Paulo","ribeirao grande","parque estadual intervales","splink_jabot","ok_same_resolution","Adiantopsis","Fée","indet","Pteridaceae","Adiantopsis","Fée","genus","name accepted","bfo-91797",,,"Adiantopsis Fée","Adiantopsis","Pteridaceae","low",
"speciesLink",,,"2022-12-26T10:33:10",,,"453",,"UFMG","BHCB-SL",,"PreservedSpecimen",,,,"80972","8445","Salino, A",,,,,,,,,,,,"2003","04","15",,,,,,,,"São Paulo","Ribeirão Grande","Ribeirão Grande","Parque Estadual Intervales, Ttrilha da Caçadinha",,,,"-24.2775","-48.419167",,,,,,,,,,,,"Salino, A",,"2003-04-NA",,,"Adiantum pentadactylon",,,,,,,"Plantae",,,,,"Pteridaceae",,,,"Adiantum",,,,"pentadactylon",,,,,,,,,,,,,,"Adiantum pentadactylon",,,,,,,"Brasil","780","780",,,,,"-24.2775","-48.419167","Langsd. & Fisch.","Splink",,,,"04",,"2003",,,,,"América",,,,,,,,,,,,,,,,,,"BHCB",,"Salino, A.","8445","2003","Salino, A.","2003",,"Salino",,"brazil","sao paulo","ribeirao grande","parque estadual intervales",,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","brazil_sao paulo_ribeirao grande_parque estadual intervales",-24.272589,-48.377465,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","Brazil","São Paulo","ribeirao grande","parque estadual intervales","splink_jabot","ok_same_resolution","Adiantum pentadactylon","Langsd. & Fisch.","possibly_ok","Pteridaceae","Adiantum pentadactylon","Langsd. & Fisch.","species","name accepted","bfo-91843",,,"Adiantum pentadactylon Langsd. & Fisch.","Adiantum","Pteridaceae","low","Adiantum pentadactylon"
