"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship.x","downloadedFrom","scientificNameAuthorship.y","dayIdentified","latitude","longitude","monthIdentified","yearIdentified","right","modified_incomplete","scientificNameAuthorship","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,,"2025-05-25T00:08:00",,,"67",,"NY","NY",,"PreservedSpecimen",,,,"1181640","730","J. Tannus",,,,,,,,,,,,"2003","11","11",,,,,,,,"São Paulo","Itirapina Mun.","Itirapina Mun.","Estação Ecologica de Itirapina.",,,,"-22.2161","-47.9239",,,,,,,,,,,,"J. Tannus",,"2003-NA-NA",,,"Abolboda pulchella",,,,,,,"Plantae","Magnoliophyta",,"Poales",,"Xyridaceae",,,,"Abolboda",,,,"pulchella",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,,,,"Splink",,,,,,"2003",,,"Bonpl.",,"NY01181640","South America","sheet",,,,,,,,,,,,,,,,,"NY",,"Tannus, J.","730","2003","Tannus, J.","2003",,"Tannus",,"brazil","sao paulo","itirapina","estacao ecologica de itirapina",,"locality","brazil_sao paulo_itirapina_estacao ecologica itirapina","brazil_sao paulo_itirapina_estacao ecologica itirapina",-22.247868,-47.826229,"locality","brazil_sao paulo_itirapina_estacao ecologica itirapina","Brazil","São Paulo","Itirapina","Estação Ecológica de Itirapina","cncflora","ok_same_resolution","Abolboda pulchella","Humb.","possibly_ok","Xyridaceae","Abolboda pulchella","Humb.","species","author misspelled","bfo-21590",,,"Abolboda pulchella Humb.","Abolboda","Xyridaceae","low","Abolboda pulchella"
"speciesLink",,,"2024-08-06T09:13:02",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"39944","663","J.L.S.Tannus",,,,,,,,,,,,"2003","03","07",,,,,,,,"SP","Itirapina","Itirapina","Estação Ecológica de Itirapina",,,,"-22.25","-47.82",,"22843",,,,,,,,,,"J.L.S.Tannus",,"2006-06-30",,,"Achyrocline alata",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Asterales",,"Asteraceae",,,,"Achyrocline",,,,"alata",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink",,"30",,,"06","2006",,,"(Kunth) DC.",,"SPSF00039944","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Tannus, J.L.S.","663","2003","Tannus, J.L.S.","2006",,"Tannus",,"brazil","sao paulo","itirapina","estacao ecologica de itirapina",,"locality","brazil_sao paulo_itirapina_estacao ecologica itirapina","brazil_sao paulo_itirapina_estacao ecologica itirapina",-22.247868,-47.826229,"locality","brazil_sao paulo_itirapina_estacao ecologica itirapina","Brazil","São Paulo","Itirapina","Estação Ecológica de Itirapina","cncflora","ok_same_resolution","Achyrocline alata","(Kunth) DC.","possibly_ok","Asteraceae","Achyrocline alata","(Kunth) DC.","species","name accepted","bfo-102955",,,"Achyrocline alata (Kunth) DC.","Achyrocline","Asteraceae","low","Achyrocline alata"
"speciesLink",,,"2023-05-12T15:15:03",,,"232",,"UTFPR","HCF",,"PreservedSpecimen",,,,"26381","12","P.Z. Giroldo",,,,,,,,,,,,"2015","04","13",,,,,,,,"SP","Itirapina","Itirapina","Estação Ecológica de Itirapina",,,,"-22.235","-47.886",,,,,,,,,,,,"G.M. Antar",,"2015-06-NA",,,"Achyrocline satureioides",,,,,,,"Plantae",,,,,"Asteraceae",,,,"Achyrocline",,,,"satureioides",,,,,,,,,,,,,,,,,,,,,"Brasil","763","763",,,,,"22°14'06"" S","47°53'09,6"" W",,"Splink",,,,,"06","2015",,,"(Lam.) DC.",,"HCF000026911",,,,,,,,,,,,,,,,,,,"HCF",,"Giroldo, P.Z.","12","2015","Antar, G.M.","2015",,"Giroldo",,"brazil","sao paulo","itirapina","estacao ecologica de itirapina",,"locality","brazil_sao paulo_itirapina_estacao ecologica itirapina","brazil_sao paulo_itirapina_estacao ecologica itirapina",-22.247868,-47.826229,"locality","brazil_sao paulo_itirapina_estacao ecologica itirapina","Brazil","São Paulo","Itirapina","Estação Ecológica de Itirapina","cncflora","ok_same_resolution","Achyrocline satureioides","(Lam.) DC.","possibly_ok","Asteraceae","Achyrocline satureioides","(Lam.) DC.","species","name accepted","bfo-108826",,,"Achyrocline satureioides (Lam.) DC.","Achyrocline","Asteraceae","medium","Achyrocline satureioides"
"user",,,,,,,,"HUFU","HUFU",,,,,,"HUFU00059439","518","Tannus, J.L.S.",,,,,,,,,,,,"2001","12","13",,,,,,,,"São Paulo",,"Itirapina","Estação Ecológica de Itirapina",,,,"0","0",,,,,,,,,,,"não","Sem determinador",,,,,"Acisanthera alsinaefolia (DC.) Triana",,,,,,,,,,,,"Melastomataceae",,,,"Acisanthera",,,,,,,"SPECIES",,,,,,,,,"alsinaefolia",,"MELASTOMATACEAE Acisanthera alsinaefolia (DC.) Triana",,,,,,,"Brasil",,,,,,,,,,"REFLORA",,,,,,,,,"(DC.) Triana",,,,,,,,"HUFU",,,,"Tannus, JLS","13/12/2001",,,"METRO",,,,,"HUFU",,"Tannus, J.L.S.","518","2001","Determinador, S.",,,"Tannus",,"brazil","sao paulo","itirapina","estacao ecologica de itirapina",,"locality","brazil_sao paulo_itirapina_estacao ecologica itirapina","brazil_sao paulo_itirapina_estacao ecologica itirapina",-22.247868,-47.826229,"locality","brazil_sao paulo_itirapina_estacao ecologica itirapina","Brazil","São Paulo","Itirapina","Estação Ecológica de Itirapina","cncflora","ok_same_resolution","Acisanthera alsinaefolia","(Mart. & Schrank ex DC.) Triana","name_w_authors","Melastomataceae","Acisanthera alsinaefolia","(Mart. & Schrank ex DC.) Triana","species","author misspelled","bfo-25779",,,"Acisanthera alsinaefolia (Mart. & Schrank ex DC.) Triana","Acisanthera","Melastomataceae","high","Acisanthera alsinaefolia"
"speciesLink",,,"2024-01-30T15:22:29",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"219442","30","Fantinati, MR",,,,,,,,,,,,"2001","11","22",,,,,,,,"São Paulo","Brotas","Brotas","Estação Ecológica de Itirapina, Caminho estrada de ferro-ponte do Ribeirão do Lobo, distante 230 m da referida ponte.",,,,"-22.223056","-47.903333",,,,,,,,,,,,"Goldenberg, R",,"2003-10-14",,,"Acisanthera quadrata",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Acisanthera",,,,"quadrata",,,,,,,,,,,,,,,,,,,,,"Brasil","711","711",,,,,"-22.223056","-47.903333",,"Splink",,"14",,,"10","2003",,,"Pers.",,"SPF00219442",,,,,,,,,,,,,,,,,,,"SPF",,"Fantinati, M.R.","30","2001","Goldenberg, R.","2003",,"Fantinati",,"brazil","sao paulo","brotas","estacao ecologica de itirapina, caminho estrada de ferro-ponte do ribeirao do lobo",,"locality","brazil_sao paulo_brotas","brazil_sao paulo_brotas",-22.27281012,-48.08149193,"county","brazil_sao paulo_brotas","Brazil","São Paulo","Brotas",,"ibge","check_local.2municip.","Acisanthera quadrata","Pers.","possibly_ok","Melastomataceae","Acisanthera quadrata","Pers.","species","check not resolved","bfo-611352",,,"Acisanthera quadrata Pers.","Acisanthera","Melastomataceae","high","Acisanthera quadrata"
"gbif","7.09212124145928e-315",,"2017-02-12 20:12:38",,"04.936.616/0001-20",,,"JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","PRESERVED_SPECIMEN",,,"urn:catalog:JBRJ:RB:1223106","RB01223106","251","G.B. Assis; N.A.L. Pilon, G. Durigan",,,,,"PRESENT",,,,,,"2015-12-17","2015","12","17",,,,,,,"BR","São Paulo",,"Brotas","campo úmido. Estação Ecológica de Itirapina",,,,"-22.205556","-47.911667",,,,,,,,,,,,"G. Durigan",,"2015-12-17",,,"Actinocephalus polyanthus (Bong.) Sano",,,,,,,"Plantae","Tracheophyta","Liliopsida","Poales",,"Eriocaulaceae",,,,"Paepalanthus","Actinocephalus",,,"polyanthus",,,"SPECIES",,"SYNONYM",,"4300f8d5-1ae5-49e5-a101-63894b005868",,"StillImage",TRUE,FALSE,"Paepalanthus polyanthus","Paepalanthus polyanthus (Bong.) Kunth","Actinocephalus polyanthus (Bong.) Sano","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/31/6/01223106.jpg","Brasil",,,,,,,"22º12´20´´","47º54´42´´W","(Bong.) Sano","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RB",,"Assis, G.B.","251","2015","Durigan, G.","2015","Pilon, N.A.L.; Durigan, G.","Assis",,"brazil","sao paulo","brotas","estacao ecologica de itirapina",,"locality","brazil_sao paulo_brotas","brazil_sao paulo_brotas",-22.27281012,-48.08149193,"county","brazil_sao paulo_brotas","Brazil","São Paulo","Brotas",,"ibge","check_local.2municip.","Actinocephalus polyanthus","(Bong.) Sano","name_w_authors","Eriocaulaceae","Actinocephalus polyanthus","(Bong.) Sano","species","name accepted","bfo-7511",,,"Actinocephalus polyanthus (Bong.) Sano","Actinocephalus","Eriocaulaceae","medium","Actinocephalus polyanthus"
"speciesLink",,,"2025-02-04T08:01:32",,,"15",,"UNESP-RC","HRCB",,"PreservedSpecimen",,,,"40155","228","Disciplina Princípios e Métodos em Taxonomia Vegetal",,,,,,,,,,,,"2003","09","19",,,,,,,,"São Paulo","Brotas","Brotas","Estação Ecológica de Itirapina",,,,"-22.280001","-48.119999",,"26585",,,,,,,,,,,,,,,"Actinostemon",,,,,,,"Plantae",,,,,"Euphorbiaceae",,,,"Actinostemon",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink",,,,,,,,,,,"HRCB040155",,,,,,,,,,,,,,,,,,,"HRCB",,"Principios, D.","228","2003",,,"Vegetal, M.E.T.","Principios",,"brazil","sao paulo","brotas","estacao ecologica de itirapina",,"locality","brazil_sao paulo_brotas","brazil_sao paulo_brotas",-22.27281012,-48.08149193,"county","brazil_sao paulo_brotas","Brazil","São Paulo","Brotas",,"ibge","check_local.2municip.","Actinostemon","Mart. ex Klotzsch","indet","Euphorbiaceae","Actinostemon","Mart. ex Klotzsch","genus","name accepted","bfo-17447",,,"Actinostemon Mart. ex Klotzsch","Actinostemon","Euphorbiaceae","unknown",
"speciesLink",,,"2025-06-04T12:50:22",,,"15",,"UNESP-RC","HRCB",,"PreservedSpecimen",,,,"43422","278","Disciplina Princípios e métodos em Taxonomia Vegetal",,,,,,,,,,,,"2003","09","19",,,,,,,,"São Paulo","Brotas","Brotas","Estação Ecológica de Itirapina",,,,"-22.216111","-47.923889",,,,,,,,,,,,,,,,,"Aechmea bromeliifolia",,,,,,,"Plantae",,,,,"Bromeliaceae",,,,"Aechmea",,,,"bromeliifolia",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"22º12'58""S","47º55'26""W",,"Splink",,,,,,,,,"(Rudge) Baker",,"HRCB043422",,,,,,,,,,,,,,,,,,,"HRCB",,"Principios, D.","278","2003",,,"Vegetal, M.E.T.","Principios",,"brazil","sao paulo","brotas","estacao ecologica de itirapina",,"locality","brazil_sao paulo_brotas","brazil_sao paulo_brotas",-22.27281012,-48.08149193,"county","brazil_sao paulo_brotas","Brazil","São Paulo","Brotas",,"ibge","check_local.2municip.","Aechmea bromeliifolia","(Rudge) Baker","possibly_ok","Bromeliaceae","Aechmea bromeliifolia","(Rudge) Baker","species","name accepted","bfo-5771",,,"Aechmea bromeliifolia (Rudge) Baker","Aechmea","Bromeliaceae","unknown","Aechmea bromeliifolia"
"speciesLink",,,"2024-01-30T15:21:09",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"224162","864","Antar, GM",,,,,,,,,,,,"2015","10","13",,,,,,,,"São Paulo","Itirapina","Itirapina","Estação Ecológica de Itirapina",,,,"-22.25","-47.91",,,,,,,,,,,,"Antar, GM",,"2016-01-NA",,,"Aegiphila verticillata",,,,,,,"Plantae",,,,,"Lamiaceae",,,,"Aegiphila",,,,"verticillata",,,,,,,,,,,,,,,,,,,,,"Brasil","763","763",,,,,"-22.25","-47.91",,"Splink",,,,,"01","2016",,,"Vell.",,"SPF00224162",,,,,,,,,,,,,,,,,,,"SPF",,"Antar, G.M.","864","2015","Antar, G.M.","2016",,"Antar",,"brazil","sao paulo","itirapina","estacao ecologica de itirapina",,"locality","brazil_sao paulo_itirapina_estacao ecologica itirapina","brazil_sao paulo_itirapina_estacao ecologica itirapina",-22.247868,-47.826229,"locality","brazil_sao paulo_itirapina_estacao ecologica itirapina","Brazil","São Paulo","Itirapina","Estação Ecológica de Itirapina","cncflora","ok_same_resolution","Aegiphila verticillata","Vell.","possibly_ok","Lamiaceae","Aegiphila verticillata","Vell.","species","name accepted","bfo-8120",,,"Aegiphila verticillata Vell.","Aegiphila","Lamiaceae","medium","Aegiphila verticillata"
"speciesLink",,,"2024-11-25T11:27:25",,,"2",,"UNICAMP","UEC",,"S",,,,"142497","2560","Moraes, PLR",,,,,,,,,,,,"2006","01","31",,,,,,,,"São Paulo","Itirapina","Itirapina","Estação Ecológica de Itirapina Em mata de brejo.",,,,"-22.25","-47.82",,"22843",,,,,,,,,,"Moraes, PLR",,"2006-NA-NA",,,"Aiouea piauhyensis",,,,,,,"Plantae","Magnoliopsida",,,,"Lauraceae",,,,"Aiouea",,,,"piauhyensis",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,"0","0",,"Splink",,,,,,"2006",,,"(Meisn.) Mez",,"UEC005668",,,,,,,,,,,,,,,,,,,"UEC",,"Moraes, P.L.R.","2560","2006","Moraes, P.L.R.","2006",,"Moraes",,"brazil","sao paulo","itirapina","estacao ecologica de itirapina em mata de brejo",,"locality","brazil_sao paulo_itirapina","brazil_sao paulo_itirapina",-22.29434051,-47.8340504,"county","brazil_sao paulo_itirapina","Brazil","São Paulo","Itirapina",,"ibge","check_local.2municip.","Aiouea piauhyensis","(Meisn.) Mez","possibly_ok","Lauraceae","Aiouea piauhyensis","(Meisn.) Mez","species","name accepted","bfo-17920",,,"Aiouea piauhyensis (Meisn.) Mez","Aiouea","Lauraceae","high","Aiouea piauhyensis"
