"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship.x","downloadedFrom","scientificNameAuthorship.y","dayIdentified","latitude","longitude","monthIdentified","yearIdentified","right","modified_incomplete","scientificNameAuthorship","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,,"2022-12-26T10:31:37",,,"453",,"UFMG","BHCB-SL",,"PreservedSpecimen",,,,"81131","8605","Salino, A; Carvalho, FA; Rodrigues, RR; Souza, VC; Tamashiro, JY; Paula-Souza, J; Muniz, M",,,,,,,,,,,,"2003","04","19",,,,,,,,"São Paulo","Iporanga","Iporanga","Parque Estadual Intervales, Trilha saindo 500m antes da sede da Base de Barra Grande em direção à Estação Ecológica de Xituê. Vegetação bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e exploração de palmito.",,,,"-24.3075","-48.363333",,,,,,,,,,,,"Salino, A",,"2010-09-NA",,,"Abrodictyum rigidum",,,,,,,"Plantae",,,,,"Hymenophyllaceae",,,,"Abrodictyum",,,,"rigidum",,,,,,,,,,,,,,,,,,,,,"Brasil","790","790",,,,,"-24.3075","-48.363333",,"Splink",,,,,"09","2010",,,"(Sw.) Ebihara & Dubuisson",,,"América",,,,,,,,,,,,,,,,,,"BHCB",,"Salino, A.","8605","2003","Salino, A.","2010","Carvalho, F.A.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","Salino",,"brazil","sao paulo","iporanga","parque estadual intervales, trilha saindo 500m antes da sede da base de barra grande em direcao a estacao ecologica de xitue",,"locality","brazil_sao paulo_iporanga","brazil_sao paulo_iporanga",-24.51231726,-48.54624865,"county","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge","check_local.2municip.","Abrodictyum rigidum","(Sw.) Ebihara & Dubuisson","possibly_ok","Hymenophyllaceae","Abrodictyum rigidum","(Sw.) Ebihara & Dubuisson","species","name accepted","bfo-91177",,,"Abrodictyum rigidum (Sw.) Ebihara & Dubuisson","Abrodictyum","Hymenophyllaceae","low","Abrodictyum rigidum"
"speciesLink",,,"2022-12-26T10:32:13",,,"453",,"UFMG","BHCB-SL",,"PreservedSpecimen",,,,"81206","8680","Salino, A; Carvalho, FA; Rodrigues, RR; Souza, VC; Tamashiro, JY; Souza, PJ; Muniz, MRA",,,,,,,,,,,,"2003","04","22",,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Intervales, Trilha de acesso a Estação Ecológica de Xituê, saindo da Base Barra Grande. Vegetação Secundária de Floresta Ombrófila Densa Montana, com intenso histórico de degradação com exploração seletiva de madeira e palmito, com vá",,,,"-24.284167","-48.360194",,,,,,,,,,,,"Salino, A",,"2011-08-NA",,,"Alansmia reclinata",,,,,,,"Plantae",,,,,"Polypodiaceae",,,,"Alansmia",,,,"reclinata",,,,,,,,,,,,,,,,,,,,,"Brasil","790","790",,,,,"-24.284167","-48.360194",,"Splink",,,,,"08","2011",,,"(Brack.) Moguel & M.Kessler",,,"América",,,,,,,,,,,,,,,,,,"BHCB",,"Salino, A.","8680","2003","Salino, A.","2011","Carvalho, F.A.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Souza, P.J.; Muniz, M.R.A.","Salino",,"brazil","sao paulo","eldorado","parque estadual intervales, trilha de acesso a estacao ecologica de xitue",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Alansmia reclinata","(Brack) Moguel & M. Kessler","possibly_ok","Polypodiaceae","Alansmia reclinata","(Brack) Moguel & M. Kessler","species","author misspelled","bfo-128918",,,"Alansmia reclinata (Brack) Moguel & M. Kessler","Alansmia","Polypodiaceae","low","Alansmia reclinata"
"speciesLink",,,"2025-01-15T09:32:24",,,"8",,"ESALQ","ESA",,"PreservedSpecimen",,,,"084481","212","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.",,,,,,,,,,,,"2003","04","22",,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Intervales, trilha de acesso a Estação Ecológica Xituêvegetação secundária de Floresta Ombrófila Densa Montana, com intenso histórico de degradação, a partir do extrativismo seletivo de palmito e madeira, com vários trechos dominados por b",,,,"-24.17","-48.21",,,,,,,,,,,,"Nadruz, M.",,"2006-NA-NA",,,"Anthurium gaudichaudianum",,,,,,,"Plantae","Magnoliophyta",,,,"Araceae",,,,"Anthurium",,,,"gaudichaudianum",,,,,,,,,,,,,,,,,,,,,"Brasil","790","790",,,,,"-24.17","-48.21",,"Splink",,,,,,"2006",,,"Kunth",,"ESA084481",,,,,,,,,,,,,,,,,,,"ESA",,"Viani, R.A.G.","212","2003","Nadruz, M.","2006","Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","Viani",,"brazil","sao paulo","eldorado","parque estadual intervales, trilha de acesso a estacao ecologica xituevegetacao secundaria de floresta ombrofila densa montana",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Anthurium gaudichaudianum","Kunth","possibly_ok","Araceae","Anthurium gaudichaudianum","Kunth","species","name accepted","bfo-4930",,,"Anthurium gaudichaudianum Kunth","Anthurium","Araceae","high","Anthurium gaudichaudianum"
"speciesLink",,,"2025-01-15T09:32:25",,,"8",,"ESALQ","ESA",,"PreservedSpecimen",,,,"084480","211","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.",,,,,,,,,,,,"2003","04","22",,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Intervales, trilha de acesso a Estação Ecológica Xituêvegetação secundária de Floresta Ombrófila Densa Montana, com intenso histórico de degradação, a partir do extrativismo seletivo de palmito e madeira, com vários trechos dominados por b",,,,"-24.17","-48.21",,,,,,,,,,,,"Nadruz, M.",,"2006-NA-NA",,,"Anthurium sellowianum",,,,,,,"Plantae","Magnoliophyta",,,,"Araceae",,,,"Anthurium",,,,"sellowianum",,,,,,,,,,,,,,,,,,,,,"Brasil","790","790",,,,,"-24.17","-48.21",,"Splink",,,,,,"2006",,,"Kunth",,"ESA084480",,,,,,,,,,,,,,,,,,,"ESA",,"Viani, R.A.G.","211","2003","Nadruz, M.","2006","Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","Viani",,"brazil","sao paulo","eldorado","parque estadual intervales, trilha de acesso a estacao ecologica xituevegetacao secundaria de floresta ombrofila densa montana",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Anthurium sellowianum","Kunth","possibly_ok","Araceae","Anthurium sellowianum","Kunth","species","name accepted","bfo-4972",,,"Anthurium sellowianum Kunth","Anthurium","Araceae","high","Anthurium sellowianum"
"speciesLink",,,"2025-01-15T09:32:05",,,"8",,"ESALQ","ESA",,"PreservedSpecimen",,,,"084496","202","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.",,,,,,,,,,,,"2003","04","22",,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Intervales, trilha de acesso a Estação Ecológica Xituêvegetação secundária de Floresta Ombrófila Densa Montana, com intenso histórico de degradação, a partir do extrativismo seletivo de palmito e madeira, com vários trechos dominados por b",,,,"-24.17","-48.21",,,,,,,,,,,,,,,,,"Apocynaceae",,,,,,,"Plantae","Magnoliophyta",,,,"Apocynaceae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brasil","790","790",,,,,"-24.17","-48.21",,"Splink",,,,,,,,,,,"ESA084496",,,,,,,,,,,,,,,,,,,"ESA",,"Viani, R.A.G.","202","2003",,,"Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","Viani",,"brazil","sao paulo","eldorado","parque estadual intervales, trilha de acesso a estacao ecologica xituevegetacao secundaria de floresta ombrofila densa montana",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Apocynaceae","Juss.","family_as_genus","Apocynaceae","Apocynaceae","Juss.","family","name accepted","bfo-48",,,"Apocynaceae Juss.",,"Apocynaceae","unknown",
"speciesLink",,,"2022-07-26T19:38:06",,,"453",,"UFMG","BHCB-SL",,"PreservedSpecimen",,,,"81154","8628","Salino, A; Carvalho, FA; Rodrigues, RR; Souza, VC; Tamashiro, JY; Paula-Souza, J; Muniz, M",,,,,,,,,,,,"2003","04","19",,,,,,,,"São Paulo","Iporanga","Iporanga","Parque Estadual Intervales, Trilha saindo 500 m antes da sede da Base de Barra Grande em direção à Estação Ecológica de Xituê. Vegetação bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e exploração de palmito.",,,,"-24.3075","-48.363333",,,,,,,,,,,,"Salino, A",,,,,"Asplenium abscissum",,,,,,,"Plantae",,,,,"Aspleniaceae",,,,"Asplenium",,,,"abscissum",,,,,,,,,,,,,,,,,,,,,"Brasil","790","790",,,,,"-24.3075","-48.363333",,"Splink",,,,,,,,,"Willd.",,,"América",,,,,,,,,,,,,,,,,,"BHCB",,"Salino, A.","8628","2003","Salino, A.",,"Carvalho, F.A.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","Salino",,"brazil","sao paulo","iporanga","parque estadual intervales, trilha saindo 500 m antes da sede da base de barra grande em direcao a estacao ecologica de xitue",,"locality","brazil_sao paulo_iporanga","brazil_sao paulo_iporanga",-24.51231726,-48.54624865,"county","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge","check_local.2municip.","Asplenium abscissum","Willd.","possibly_ok","Aspleniaceae","Asplenium abscissum","Willd.","species","name accepted","bfo-90673",,,"Asplenium abscissum Willd.","Asplenium","Aspleniaceae","low","Asplenium abscissum"
"speciesLink",,,"2022-12-26T10:30:07",,,"453",,"UFMG","BHCB-SL",,"PreservedSpecimen",,,,"81200","8674","Salino, A; Carvalho, FA; Rodrigues, RR; Souza, VC",,,,,,,,,,,,"2003","04","22",,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Intervales, Trilha de acesso a Estação Ecológica de Xituê, saindo da Base Barra Grande. Vegetação secundária de Floresta Ombrófila Densa Montana.",,,,"-24.284167","-48.36",,,,,,,,,,,,"Salino, A; Matos, FB",,"2003-04-NA",,,"Asplenium auriculatum",,,,,,,"Plantae",,,,,"Aspleniaceae",,,,"Asplenium",,,,"auriculatum",,,,,,,,,,,,,,,,,,,,,"Brasil","790","790",,,,,"-24.284167","-48.36",,"Splink",,,,,"04","2003",,,"Sw.",,,"América",,,,,,,,,,,,,,,,,,"BHCB",,"Salino, A.","8674","2003","Salino, A.","2003","Carvalho, F.A.; Rodrigues, R.R.; Souza, V.C.","Salino","Matos, F.B.","brazil","sao paulo","eldorado","parque estadual intervales, trilha de acesso a estacao ecologica de xitue",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Asplenium auriculatum","Sw.","possibly_ok","Aspleniaceae","Asplenium auriculatum","Sw.","species","name accepted","bfo-90678",,,"Asplenium auriculatum Sw.","Asplenium","Aspleniaceae","low","Asplenium auriculatum"
"speciesLink",,,"2022-07-26T19:38:07",,,"453",,"UFMG","BHCB-SL",,"PreservedSpecimen",,,,"81132","8606","Salino, A; Carvalho, FA; Rodrigues, RR; Souza, VC; Tamashiro, JY; Paula-Souza, J; Muniz, M",,,,,,,,,,,,"2003","06","19",,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual de Intervales, Trilha saindo 500m antes da sede da Base de Barra Grande em direção à Estação Ecológica de Xituê. Vegetação bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e exploração de palmito",,,,"-24.3075","-48.363333",,,,,,,,,,,,"Salino, A",,,,,"Asplenium bradeanum",,,,,,,"Plantae",,,,,"Aspleniaceae",,,,"Asplenium",,,,"bradeanum",,,,,,,,,,,,,,,,,,,,,"Brasil","790","790",,,,,"-24.3075","-48.363333",,"Splink",,,,,,,,,"Handro",,"BHCB000550","América",,,,,,,,,,,,,,,,,,"BHCB",,"Salino, A.","8606","2003","Salino, A.",,"Carvalho, F.A.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","Salino",,"brazil","sao paulo","eldorado","parque estadual de intervales, trilha saindo 500m antes da sede da base de barra grande em direcao a estacao ecologica de xitue",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Asplenium bradeanum","Handro","possibly_ok","Aspleniaceae","Asplenium bradeanum","Handro","species","name accepted","bfo-90684",,,"Asplenium bradeanum Handro","Asplenium","Aspleniaceae","low","Asplenium bradeanum"
"speciesLink",,,"2022-07-26T19:38:10",,,"453",,"UFMG","BHCB-SL",,"PreservedSpecimen",,,,"81144","8618","Salino, A; Carvalho, FA; Rodrigues, RR; Souza, VC",,,,,,,,,,,,"2003","04","19",,,,,,,,"São Paulo","Iporanga","Iporanga","Parque Estadual Intervales, Trilha saindo 500m antes da sede Base de Barra Grande em direçãp à Estação Ecológica de Xituê. Vegeteção bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e exploração de palmito.",,,,"-24.3075","-48.363333",,,,,,,,,,,,"Salino, A",,,,,"Asplenium feei",,,,,,,"Plantae",,,,,"Aspleniaceae",,,,"Asplenium",,,,"feei",,,,,,,,,,,,,,,,,,,,,"Brasil","790","790",,,,,"-24.3075","-48.363333",,"Splink",,,,,,,,,"Kunze ex Fée",,,"América",,,,,,,,,,,,,,,,,,"BHCB",,"Salino, A.","8618","2003","Salino, A.",,"Carvalho, F.A.; Rodrigues, R.R.; Souza, V.C.","Salino",,"brazil","sao paulo","iporanga","parque estadual intervales, trilha saindo 500m antes da sede base de barra grande em direcap a estacao ecologica de xitue",,"locality","brazil_sao paulo_iporanga","brazil_sao paulo_iporanga",-24.51231726,-48.54624865,"county","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge","check_local.2municip.","Asplenium feei","Kunze ex Fée","possibly_ok","Aspleniaceae","Asplenium feei","Kunze ex Fée","species","name accepted","bfo-90708",,,"Asplenium feei Kunze ex Fée","Asplenium","Aspleniaceae","low","Asplenium feei"
"speciesLink",,,"2022-07-26T19:38:13",,,"453",,"UFMG","BHCB-SL",,"PreservedSpecimen",,,,"81203","8677","Salino, A; Carvalho, FA; Rodrigues, RR; Souza, VC",,,,,,,,,,,,"2003","04","22",,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Intervales, Trilha de acesso a Estação Ecológica de Xituê, saindo da Base Barra Grande. Vegetação secundária de Floresta Ombrófila Densa Montana, com intenso histórico de degradação com exploração seletiva de madeira e palmito, com vá",,,,"-24.284167","-48.36",,,,,,,,,,,,,,,,,"Asplenium incurvatum",,,,,,,"Plantae",,,,,"Aspleniaceae",,,,"Asplenium",,,,"incurvatum",,,,,,,,,,,,,,,,,,,,,"Brasil","790","790",,,,,"-24.284167","-48.36",,"Splink",,,,,,,,,"Fée",,,"América",,,,,,,,,,,,,,,,,,"BHCB",,"Salino, A.","8677","2003",,,"Carvalho, F.A.; Rodrigues, R.R.; Souza, V.C.","Salino",,"brazil","sao paulo","eldorado","parque estadual intervales, trilha de acesso a estacao ecologica de xitue",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Asplenium incurvatum","Fée","possibly_ok","Aspleniaceae","Asplenium incurvatum","Fée","species","name accepted","bfo-90721",,,"Asplenium incurvatum Fée","Asplenium","Aspleniaceae","unknown","Asplenium incurvatum"
