datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited
2002-12-16T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	5182	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2001	01	18	Giselda Durigan									South America	Assis	_			-50.3694	-22.5989													<nO>A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	736	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			1999	09	30	Giselda Durigan									South America	Campos Novos Paulista	Fazenda Alvorada de Bragança			-50.0583	-22.575501													<nO>Fragmento A1: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	745	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			1999	09	30	Giselda Durigan									South America	Campos Novos Paulista	Fazenda Alvorada de Bragança			-50.0583	-22.575501													<nO>Fragmento A16: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	747	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			1999	10	06	Giselda Durigan									South America	Echaporã	Fazenda Asa Branca			-50.136501	-22.558001													<nO>Fragmento A29: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	748	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			1999	10	06	Giselda Durigan									South America	Campos Novos Paulista	Fazenda Santa Maria			-49.992199	-22.5303													<nO>Fragmento A20: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	750	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			1999	10	08	Giselda Durigan									South America	São Pedro do Turvo	Fazenda Santa Virgínia			-49.707802	-22.679199													<nO>Fragmento B1: o material coletado foi depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	752	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			1999	10	07	Giselda Durigan									South America	São Pedro do Turvo	_			-49.712502	-22.696199													<nO>Fragmento B9: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2004-07-20T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	8444	Plantae	Magnoliophyta			Fabaceae	Machaerium	vestitum		Machaerium vestitum			2000	03	01	Luis Carlos Bernacci									South America	Ibiúna	DITO ANDRE			-47.058102	-23.7348																			
2007-06-08T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	776	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			1999	11	17	Giselda Durigan									South America	Borebi	_			-48.9921	-22.621401													<nO>O material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-01-25T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	777	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			1999	12	01	Giselda Durigan									South America	Bauru	área pertencente a UNESP, ao Zoológico, ao Jd. Botânico e a Lauro Souza Lima			-49.031898	-22.354601													<nO>Fragmento D20: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-01-25T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	779	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			1999	12	02	Giselda Durigan									South America	Bauru	Horto da FEPASA			-48.9996	-22.298099													<nO>Fragmento D17: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2003-11-07T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	7842	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2002	08	03	Ana Paula G. Savassi									South America	Assis	_			-50.377899	-22.595301																			
2004-01-05T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	8020	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2001	07	04	Olga Kotchetkoff Henriques e Marco Sandrini									South America	Ribeirão Preto	Fragmento florestal situado na fazenda da Barra			-47.7402	-21.1525																			
2004-01-07T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	8028	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2001	09	05	Olga Kotchetkoff Henriques e Andrei Furlan									South America	Ribeirão Preto	Fragmento florestal situado próximo ao ribeirão Tamanduá			-47.662102	-21.1565																			
2004-01-07T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	8041	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2002	03	01	Olga Kotchetkoff Henriques e Maurício Bohlinger									South America	Ribeirão Preto	Fragmento de cerrado situado na microbacia do córrego Palmeiras			-47.764301	-21.1215																			
2004-01-13T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	8054	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2002	03	20	Olga Kotchetkoff Henriques e Maurício Bohlinger									South America	Ribeirão Preto	Fragmento florestal situado na região sul do município			-47.874802	-21.320101																			
2000-05-18T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	823	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			1977	03	01	Demétrio Vasco de Toledo Filho									South America	Luís Antônio	Antiga Fazenda Jataí			-47.8167	-21.6667													<nO>As coordenadas geográficas referem-se a Estação Experimental de Luís Antônio. Estes dados foram inseridos pela bióloga Paula F. D. Castro, após levantamento bibliográfico e atualização dos nomes científicos (Fontes: ILDIS, IOPI, INPI, Árvores Brasileira vol. I e II entre outros)</nO>						
2008-01-25T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	839	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2000	01	04	Giselda Durigan									South America	Bauru	Fazenda Rio Verde, área pertencente a Genaro Mondelli			-49.162399	-22.124399													<nO>Fragmento E12: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2007-06-08T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	844	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2000	01	05	Giselda Durigan									South America	Reginópolis	Fazenda Planalto			-49.118	-21.997299													<nO>O material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2007-06-08T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	845	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2000	01	04	Giselda Durigan									South America	Reginópolis	Fazenda Clavinote			-49.168301	-22.0422													<nO>O material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-01-25T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	848	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2000	02	22	Giselda Durigan									South America	Martinópolis	Assentamento			-51.043598	-22.2223													<nO>Fragmento G18b: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-02-08T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	854	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2000	03	28	Giselda Durigan									South America	Taciba	Fazenda São José			-51.291699	-22.4492													<nO>Fragmento H1: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-02-08T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	857	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2000	03	30	Giselda Durigan									South America	Taciba	Fazenda da Mata			-51.3148	-22.4778													<nO>Fragmento H8: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-02-08T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	858	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2000	03	28	Giselda Durigan									South America	Taciba	Fazenda da Mata			-51.3148	-22.4778													<nO>Fragmento H9: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2005-03-07T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	9598	Plantae	Magnoliophyta			Fabaceae	Machaerium	acutifolium		Machaerium acutifolium			2004	12	01	Ishino, M.N.									South America	Botucatu	Reserva Particular Fazenda Palmeira-da-Serra			-48.743099	-22.8139													<nO>espécies com amostras em carpoteca</nO>						
2000-07-28T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	1081	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1995	10	01	Marli José Passos									South America	Mogi Guaçu	Fazenda Campininha			-47.124699	-22.375													<nO>As coordenadas referem-se ao município. Estes dados foram inseridos pela bióloga Paula F. D. Castro, após levantamento bibliográfico e atualização de sinonímias (Fontes: ILDIS, Árvores Brasileiras I e II, IOPI, IPNI, entre outros).</nO>						
2000-10-24T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	1407	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1993	01	01	Salis, S. M., Tamashiro, J. Y., Joly, C. A.									South America	Buri	Fazenda Santa Elisa			-48.1269	-22.166901													<nO>Não há citação precisa da data de coleta. A data refere-se ao ano de aceitação do artigo pela revista. Estes dados foram inseridos pela bióloga Paula F. Drummond de Castro.</nO>						
2006-10-25T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	17341	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			2004	07	01	Guilherme Aguirre									South America	São Luís do Paraitinga	_			-45.3106	-23.223101																			
2016-07-29T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	22037	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			2004	10	28	Carolina Mathias Moreira									South America	Assis	A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.			-50.43	-22.64																			
2004-07-26T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	2632	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			2001	01	17	Giselda Durigan									South America	Bocaina	Fazenda Nossa Senhora de Fátima			-48.5284	-22.083401													<nO>A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2004-07-26T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	2636	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			2001	02	28	Giselda Durigan									South America	Ribeirão Bonito	_			-48.182701	-22.100599													<nO>A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2002-04-15T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	2721	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1989	05	01	Eduardo Pereira Cabral Gomes									South America	São Paulo	Ipiranga			-46.616699	-23.65																			
2002-12-16T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	5182	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			2001	01	18	Giselda Durigan									South America	Assis	_			-50.3694	-22.5989													<nO>A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	736	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	09	30	Giselda Durigan									South America	Campos Novos Paulista	Fazenda Alvorada de Bragança			-50.0583	-22.575501													<nO>Fragmento A1: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-01-24T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	743	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	10	01	Giselda Durigan									South America	Ocauçu	Fazenda Alegrete			-50.016399	-22.5012													<nO>AFragmento A8: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-01-24T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	746	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	09	29	Giselda Durigan									South America	Campos Novos Paulista	_			-49.992199	-22.5303													<nO>Fragmento A17: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	747	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	10	06	Giselda Durigan									South America	Echaporã	Fazenda Asa Branca			-50.136501	-22.558001													<nO>Fragmento A29: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	748	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	10	06	Giselda Durigan									South America	Campos Novos Paulista	Fazenda Santa Maria			-49.992199	-22.5303													<nO>Fragmento A20: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	750	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	10	08	Giselda Durigan									South America	São Pedro do Turvo	Fazenda Santa Virgínia			-49.707802	-22.679199													<nO>Fragmento B1: o material coletado foi depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico</nO>						
2008-01-24T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	751	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	10	07	Giselda Durigan									South America	São Pedro do Turvo	Fazenda Santa Helena			-49.680801	-22.714001													<nO>Fragmento B6: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	752	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	10	07	Giselda Durigan									South America	São Pedro do Turvo	_			-49.712502	-22.696199													<nO>Fragmento B9: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-01-24T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	754	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	11	09	Giselda Durigan									South America	Ubirajara	_			-49.6423	-22.691999													<nO>Fragmento B2: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-01-24T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	756	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	11	10	Giselda Durigan									South America	São Pedro do Turvo	Fazenda Três Marias			-49.701801	-22.6451													<nO>Fragmento B34: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-01-24T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	757	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	11	10	Giselda Durigan									South America	São Pedro do Turvo	Fazenda Três Marias			-49.701801	-22.6451													<nO>Fragmento B16: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2005-08-04T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	9718	Plantae	Magnoliophyta			Fabaceae	Machaerium	hirtum		Machaerium hirtum			2004	07	01	Guilherme Aguirre									South America	São Luís do Paraitinga	_			-45.3106	-23.223101																			
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	770	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	11	18	Giselda Durigan									South America	Agudos	_			-49.045898	-22.606501													<nO>Fragmento C13: o material coletado está depositado na Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	771	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	11	18	Giselda Durigan									South America	Agudos	_			-49.045898	-22.606501													<nO>Fragmento C14: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	772	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	11	19	Giselda Durigan									South America	Agudos	_			-49.045898	-22.606501													<nO>Fragmento C15: o material está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	773	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	11	17	Giselda Durigan									South America	Borebi	_			-48.9921	-22.621401													<nO>Fragmento C22: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2007-06-01T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	775	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	11	17	Giselda Durigan									South America	Agudos	_			-49.045898	-22.606501													<nO>Fragmento C2: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2007-06-08T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	776	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	11	17	Giselda Durigan									South America	Borebi	_			-48.9921	-22.621401													<nO>O material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-01-25T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	782	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			1999	11	30	Giselda Durigan									South America	Pederneiras	Horto da FEPASA			-48.9604	-22.323299													<nO>Fragmento D46: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2003-11-07T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	7842	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			2002	08	03	Ana Paula G. Savassi									South America	Assis	_			-50.377899	-22.595301																			
2008-01-25T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	839	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			2000	01	04	Giselda Durigan									South America	Bauru	Fazenda Rio Verde, área pertencente a Genaro Mondelli			-49.162399	-22.124399													<nO>Fragmento E12: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2004-07-20T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	8459	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			2000	03	01	Luis Carlos Bernacci									South America	Ibiúna	NELSON			-47.100899	-23.710199																			
2004-07-20T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	8462	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			2000	03	01	Luis Carlos Bernacci									South America	Ibiúna	REIZINHO			-47.0924	-23.6898																			
2008-01-25T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	848	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			2000	02	22	Giselda Durigan									South America	Martinópolis	Assentamento			-51.043598	-22.2223													<nO>Fragmento G18b: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2008-02-08T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	855	Plantae	Magnoliophyta			Fabaceae	Machaerium	brasiliense		Machaerium brasiliense			2000	03	29	Giselda Durigan									South America	Martinópolis	Fazenda Nova Califórnia			-51.2346	-22.4837													<nO>Fragmento H6: o material coletado está depositado no Herbário da Estação Ecológica de Assis (EEA). A lista de espécies vinculada a esta coleta é constituída de espécies arbóreas em sua maioria e de algumas espécies não arbóreas mas de interesse econômico.</nO>						
2002-08-29T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	2337	Plantae	Magnoliophyta			Fabaceae	Machaerium	cantarellianum		Machaerium cantarellianum			1995	11	01	Hiroe Ogata									South America	Cotia	_			-46.843399	-23.6082																			
2002-04-15T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	2721	Plantae	Magnoliophyta			Fabaceae	Machaerium	cantarellianum		Machaerium cantarellianum			1989	05	01	Eduardo Pereira Cabral Gomes									South America	São Paulo	Ipiranga			-46.616699	-23.65																			
2013-11-08T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	20518	Plantae	Magnoliophyta			Fabaceae	Machaerium	dimorphandrum		Machaerium dimorphandrum			2011	05	20	Edson Junior Ferreira Stefani									South America	Caraguatatuba	Floresta Ombrófila Densa Montana. PESM Núcleo Caraguatatuba-SP			-45.516667	-23.583333																			
2006-10-25T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	17339	Plantae	Magnoliophyta			Fabaceae	Machaerium	hirtum		Machaerium hirtum			2004	07	01	Guilherme Aguirre									South America	São Luís do Paraitinga	_			-45.3106	-23.223101																			
2006-10-25T00:00:00	Occurrence	Brasil	São Paulo	FAPESP	SINBIOTA	17341	Plantae	Magnoliophyta			Fabaceae	Machaerium	hirtum		Machaerium hirtum			2004	07	01	Guilherme Aguirre									South America	São Luís do Paraitinga	_			-45.3106	-23.223101																			
