"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","Angiosperms","Alismataceae","Echinodorus","grandiflorus","(Cham. & Schltr.) Micheli","ALISMATACEAE Echinodorus grandiflorus (Cham. & Schltr.) Micheli","BOTU031511","Splink","BOTU","Barros, L.C.P.","187","Native","Bronze","Bairro Marins","Não"
"MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","Angiosperms","Asteraceae","Acanthospermum","australe","(Loefl.) Kuntze","ASTERACEAE Acanthospermum australe (Loefl.) Kuntze","RB00388722","GBIF","RB","Gentry, A.","49296","Native","Bronze","ca. 5m, swamps at edge of town.","Não"
"MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","Angiosperms","Asteraceae","Baccharis","altimontana","G.Heiden et al.","ASTERACEAE Baccharis altimontana G.Heiden et al.","CESJ072020","Splink","CESJ","Goncalves, L.N.","399","Native","Ouro","Pico dos Marins, Cume do maciço principal","Não"
"MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","Angiosperms","Asteraceae","Baccharis","parvidentata","Malag.","ASTERACEAE Baccharis parvidentata Malag.","CESJ072021","Splink","CESJ","Goncalves, L.N.","400","Native","Ouro","Pico dos Marins, Cume do maciço principal","Não"
"MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","Angiosperms","Asteraceae","Stevia","decussata","Baker","ASTERACEAE Stevia decussata Baker","CESJ072028","Splink","CESJ","Goncalves, L.N.","407","Native","Bronze","Pico dos Marins, Cume do maciço principal","Não"
"MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","Angiosperms","Bignoniaceae","Tabebuia","cassinoides","(Lam.) DC.","BIGNONIACEAE Tabebuia cassinoides (Lam.) DC.","NY00402780","Splink","NY","Gentry, A.H.","49295","Native","Ouro",,"Não"
"MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","Angiosperms","Bromeliaceae","Fernseea","itatiaiae","(Wawra) Baker","BROMELIACEAE Fernseea itatiaiae (Wawra) Baker","RB00853227","GBIF","RB","Goncalves, L.N.","309","Native","Bronze","Nascente do Ribeirão Passa-Quatro. Pico dos Marins - APA Serra da Mantiqueira","Não"
"MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","Angiosperms","Cyperaceae","Lagenocarpus","rigidus","Nees","CYPERACEAE Lagenocarpus rigidus Nees","CESJ072034","Splink","CESJ","Goncalves, L.N.","413","Native","Latão","Pico dos Marins, Cume do maciço principal","Não"
"MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","Angiosperms","Ericaceae","Gaultheria","serrata","(Vell.) Sleumer ex Kin.-Gouv.","ERICACEAE Gaultheria serrata (Vell.) Sleumer ex Kin.-Gouv.","CESJ072022","Splink","CESJ","Goncalves, L.N.","401","Native","Latão","Pico dos Marins, Cume do maciço principal","Não"
"MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","Angiosperms","Eriocaulaceae","Paepalanthus","pseudotortilis","Ruhland","ERIOCAULACEAE Paepalanthus pseudotortilis Ruhland","CESJ072029","Splink","CESJ","Goncalves, L.N.","408","Native","Bronze","Pico dos Marins, Cume do maciço principal","Não"
